Unnamed: 0,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
965129,2003,2,4,13,7,2003-04-13,US,20355,US,N779AU,1144,14635,1463501,31714,RSW,"Fort Myers, FL",FL,12.0,Florida,33,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,815,809.0,-6.0,0.0,0.0,-1.0,0800-0859,11.0,820.0,1029.0,7.0,1043,1036.0,-7.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,148.0,147.0,129.0,1.0,966.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772682,2013,2,6,4,2,2013-06-04,DL,19790,DL,N355NB,658,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,10529,1052904,30529,BDL,"Hartford, CT",CT,9.0,Connecticut,11,1925,1925.0,0.0,0.0,0.0,0.0,1900-1959,16.0,1941.0,2244.0,5.0,2302,2249.0,-13.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,157.0,144.0,123.0,1.0,1050.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321817,1992,2,5,21,4,1992-05-21,AA,19805,AA,,483,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,10693,1069301,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,1920,1925.0,5.0,5.0,0.0,0.0,1900-1959,,,,,1954,1953.0,-1.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,94.0,88.0,,1.0,443.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146348,1996,4,11,7,4,1996-11-07,NW,19386,NW,N147US,932,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,830,826.0,-4.0,0.0,0.0,-1.0,0800-0859,33.0,859.0,1552.0,13.0,1547,1605.0,18.0,18.0,1.0,1.0,1500-1559,0.0,,0.0,257.0,279.0,233.0,1.0,1979.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74833,2014,2,4,9,3,2014-04-09,UA,19977,UA,N57869,1087,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,803,811.0,8.0,8.0,0.0,0.0,0800-0859,13.0,824.0,1009.0,6.0,1023,1015.0,-8.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,260.0,244.0,225.0,1.0,1744.0,7,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325674,2005,1,1,14,5,2005-01-14,MQ,20398,MQ,N659AE,4017,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,11423,1142302,31423,DSM,"Des Moines, IA",IA,19.0,Iowa,61,1025,1123.0,58.0,58.0,1.0,3.0,1000-1059,14.0,1137.0,1236.0,6.0,1132,1242.0,70.0,70.0,1.0,4.0,1100-1159,0.0,,0.0,67.0,79.0,59.0,1.0,299.0,2,0.0,0.0,12.0,0.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293699,2003,1,2,11,2,2003-02-11,MQ,20398,MQ,N305MQ,3305,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,14262,1426201,34262,PSP,"Palm Springs, CA",CA,6.0,California,91,2254,2246.0,-8.0,0.0,0.0,-1.0,2200-2259,10.0,2256.0,2329.0,3.0,2346,2332.0,-14.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,52.0,46.0,33.0,1.0,110.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727548,2007,4,12,4,2,2007-12-04,WN,19393,WN,N755SA,201,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1325,1326.0,1.0,1.0,0.0,0.0,1300-1359,7.0,1333.0,1439.0,13.0,1440,1452.0,12.0,12.0,0.0,0.0,1400-1459,0.0,,0.0,75.0,86.0,66.0,1.0,336.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738769,2009,1,3,2,1,2009-03-02,OH,20417,OH,N932CA,6344,11996,1199602,31871,GSP,"Greer, SC",SC,45.0,South Carolina,37,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,900,900.0,0.0,0.0,0.0,0.0,0900-0959,22.0,922.0,1020.0,3.0,1025,1023.0,-2.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,85.0,83.0,58.0,1.0,317.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630760,2002,1,3,11,1,2002-03-11,NW,19386,NW,N781NC,753,12884,1288401,32884,LAN,"Lansing, MI",MI,26.0,Michigan,43,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,1330,1333.0,3.0,3.0,0.0,0.0,1300-1359,7.0,1340.0,1407.0,9.0,1415,1416.0,1.0,1.0,0.0,0.0,1400-1459,0.0,,0.0,45.0,43.0,27.0,1.0,74.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275076,1998,3,9,20,7,1998-09-20,US,20355,US,N252AU,1115,13931,1393101,33667,ORF,"Norfolk, VA",VA,51.0,Virginia,38,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1733,1726.0,-7.0,0.0,0.0,-1.0,1700-1759,9.0,1735.0,1816.0,13.0,1830,1829.0,-1.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,57.0,63.0,41.0,1.0,211.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631467,1999,3,9,24,5,1999-09-24,AS,19930,AS,N957AS,633,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,11884,1188401,31884,GEG,"Spokane, WA",WA,53.0,Washington,93,1600,1603.0,3.0,3.0,0.0,0.0,1600-1659,16.0,1619.0,1654.0,4.0,1653,1658.0,5.0,5.0,0.0,0.0,1600-1659,0.0,,0.0,53.0,55.0,35.0,1.0,224.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62335,1989,4,12,13,3,1989-12-13,EA,19707,EA,,525,13931,1393101,33667,ORF,"Norfolk, VA",VA,51.0,Virginia,38,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1455,1455.0,0.0,0.0,0.0,0.0,1400-1459,,,,,1555,,,,,,1500-1559,0.0,,1.0,60.0,,,1.0,516.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494004,2003,4,10,30,4,2003-10-30,B6,20409,B6,N519JB,94,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,12478,1247801,31703,JFK,"New York, NY",NY,36.0,New York,22,700,654.0,-6.0,0.0,0.0,-1.0,0700-0759,11.0,705.0,1427.0,4.0,1525,1431.0,-54.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,325.0,277.0,262.0,1.0,2576.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895326,2015,4,12,5,6,2015-12-05,WN,19393,WN,N786SW,3274,13232,1323202,30977,MDW,"Chicago, IL",IL,17.0,Illinois,41,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12.0,Florida,33,830,,,,,,0800-0859,,,,,1225,,,,,,1200-1259,1.0,B,0.0,175.0,,,1.0,1105.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952073,2013,3,7,23,2,2013-07-23,UA,19977,UA,N534UA,587,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,14679,1467903,33570,SAN,"San Diego, CA",CA,6.0,California,91,1305,1353.0,48.0,48.0,1.0,3.0,1300-1359,13.0,1406.0,1439.0,1.0,1412,1440.0,28.0,28.0,1.0,1.0,1400-1459,0.0,,0.0,187.0,167.0,153.0,1.0,1303.0,6,28.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583358,2000,3,9,5,2,2000-09-05,NW,19386,NW,N780NC,136,11775,1177501,31775,FSD,"Sioux Falls, SD",SD,46.0,South Dakota,67,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,1300,1255.0,-5.0,0.0,0.0,-1.0,1300-1359,7.0,1302.0,1338.0,2.0,1357,1340.0,-17.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,57.0,45.0,36.0,1.0,197.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478826,2010,1,1,4,1,2010-01-04,WN,19393,WN,N478WN,3067,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,920,919.0,-1.0,0.0,0.0,-1.0,0900-0959,10.0,929.0,1203.0,3.0,1220,1206.0,-14.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,120.0,107.0,94.0,1.0,689.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460279,2005,3,7,30,6,2005-07-30,WN,19393,WN,N434,2350,14893,1489301,33192,SMF,"Sacramento, CA",CA,6.0,California,91,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,1710,1717.0,7.0,7.0,0.0,0.0,1700-1759,9.0,1726.0,1822.0,4.0,1825,1826.0,1.0,1.0,0.0,0.0,1800-1859,0.0,,0.0,75.0,69.0,56.0,1.0,397.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418631,2015,1,2,5,4,2015-02-05,WN,19393,WN,N207WN,2771,12953,1295302,31703,LGA,"New York, NY",NY,36.0,New York,22,13342,1334205,33342,MKE,"Milwaukee, WI",WI,55.0,Wisconsin,45,2025,2026.0,1.0,1.0,0.0,0.0,2000-2059,29.0,2055.0,2145.0,7.0,2200,2152.0,-8.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,155.0,146.0,110.0,1.0,738.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509585,2012,2,4,18,3,2012-04-18,YV,20378,YV,N935LR,2643,11057,1105703,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,13244,1324402,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,2235,2245.0,10.0,10.0,0.0,0.0,2200-2259,44.0,2329.0,2348.0,2.0,2332,2350.0,18.0,18.0,1.0,1.0,2300-2359,0.0,,0.0,117.0,125.0,79.0,1.0,511.0,3,0.0,0.0,8.0,0.0,10.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600766,1995,3,8,18,5,1995-08-18,CO,19704,CO,N27610,789,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,12266,1226601,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1044,1039.0,-5.0,0.0,0.0,-1.0,1000-1059,10.0,1049.0,1247.0,5.0,1308,1252.0,-16.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,144.0,133.0,118.0,1.0,925.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775537,2018,3,7,21,6,2018-07-21,EV,20366,EV,N13913,4190,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,11481,1148102,31481,ECP,"Panama City, FL",FL,12.0,Florida,33,1955,1954.0,-1.0,0.0,0.0,-1.0,1900-1959,13.0,2007.0,2126.0,4.0,2143,2130.0,-13.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,108.0,96.0,79.0,1.0,572.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385197,1994,3,8,16,2,1994-08-16,US,20355,US,,2203,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,10792,1079202,30792,BUF,"Buffalo, NY",NY,36.0,New York,22,1516,1525.0,9.0,9.0,0.0,0.0,1500-1559,,,,,1630,1635.0,5.0,5.0,0.0,0.0,1600-1659,0.0,,0.0,74.0,70.0,,1.0,292.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322849,1992,2,5,2,6,1992-05-02,CO,19704,CO,,1642,13198,1319801,33198,MCI,"Kansas City, MO",MO,29.0,Missouri,64,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,1108,1116.0,8.0,8.0,0.0,0.0,1100-1159,,,,,1358,1408.0,10.0,10.0,0.0,0.0,1300-1359,0.0,,0.0,110.0,112.0,,1.0,694.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874864,2010,1,1,22,5,2010-01-22,WN,19393,WN,N456WN,1143,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,10693,1069301,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,1000,1059.0,59.0,59.0,1.0,3.0,1000-1059,7.0,1106.0,1123.0,5.0,1040,1128.0,48.0,48.0,1.0,3.0,1000-1059,0.0,,0.0,100.0,89.0,77.0,1.0,443.0,2,48.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152537,2008,2,4,21,1,2008-04-21,OH,20417,OH,N591SW,5642,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,14524,1452401,34524,RIC,"Richmond, VA",VA,51.0,Virginia,38,755,805.0,10.0,10.0,0.0,0.0,0700-0759,14.0,819.0,930.0,5.0,919,935.0,16.0,16.0,1.0,1.0,0900-0959,0.0,,0.0,84.0,90.0,71.0,1.0,413.0,2,10.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012142,2015,1,1,31,6,2015-01-31,MQ,20398,MQ,N633MQ,3398,11977,1197702,31977,GRB,"Green Bay, WI",WI,55.0,Wisconsin,45,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1427,1423.0,-4.0,0.0,0.0,-1.0,1400-1459,10.0,1433.0,1513.0,10.0,1535,1523.0,-12.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,68.0,60.0,40.0,1.0,173.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411880,2011,3,7,14,4,2011-07-14,EV,20366,EV,N884AS,5046,11150,1115002,31150,CSG,"Columbus, GA",GA,13.0,Georgia,34,10397,1039704,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,600,,,,,,0600-0659,,,,,641,,,,,,0600-0659,1.0,A,0.0,41.0,,,1.0,83.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472808,2007,3,8,12,7,2007-08-12,WN,19393,WN,N515SW,2970,15016,1501602,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,13851,1385102,33851,OKC,"Oklahoma City, OK",OK,40.0,Oklahoma,73,1930,1930.0,0.0,0.0,0.0,0.0,1900-1959,9.0,1939.0,2043.0,3.0,2050,2046.0,-4.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,80.0,76.0,64.0,1.0,462.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361950,2012,3,9,23,7,2012-09-23,VX,21171,VX,N638VA,370,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,2125,2125.0,0.0,0.0,0.0,0.0,2100-2159,7.0,2132.0,528.0,5.0,545,533.0,-12.0,0.0,0.0,-1.0,0001-0559,0.0,,0.0,320.0,308.0,296.0,1.0,2611.0,11,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644764,2019,2,6,26,3,2019-06-26,WN,19393,WN,N276WN,2335,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,10821,1082106,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,1345,1340.0,-5.0,0.0,0.0,-1.0,1300-1359,11.0,1351.0,1534.0,4.0,1605,1538.0,-27.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,140.0,118.0,103.0,1.0,787.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643428,2009,1,1,5,1,2009-01-05,CO,19704,CO,N77258,1849,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1122,1129.0,7.0,7.0,0.0,0.0,1100-1159,15.0,1144.0,1308.0,7.0,1320,1315.0,-5.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,178.0,166.0,144.0,1.0,965.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572143,2004,2,4,7,3,2004-04-07,NW,19386,NW,N337NB,1709,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,1558,1551.0,-7.0,0.0,0.0,-1.0,1500-1559,8.0,1559.0,1716.0,10.0,1741,1726.0,-15.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,163.0,155.0,137.0,1.0,931.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692245,2005,1,3,16,3,2005-03-16,OO,20304,OO,N958SW,6726,14262,1426201,34262,PSP,"Palm Springs, CA",CA,6.0,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,820,821.0,1.0,1.0,0.0,0.0,0800-0859,8.0,829.0,1133.0,7.0,1120,1140.0,20.0,20.0,1.0,1.0,1100-1159,0.0,,0.0,120.0,139.0,124.0,1.0,776.0,4,20.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646104,1999,4,11,13,6,1999-11-13,HP,19991,HP,N155AW,2897,14570,1457001,34570,RNO,"Reno, NV",NV,32.0,Nevada,85,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1440,1436.0,-4.0,0.0,0.0,-1.0,1400-1459,7.0,1443.0,1704.0,12.0,1721,1716.0,-5.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,101.0,100.0,81.0,1.0,601.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244746,2013,3,9,23,1,2013-09-23,AA,19805,AA,N513AA,1149,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1845,1836.0,-9.0,0.0,0.0,-1.0,1800-1859,9.0,1845.0,2048.0,17.0,2115,2105.0,-10.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,150.0,149.0,123.0,1.0,852.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280564,2004,4,12,15,3,2004-12-15,DL,19790,DL,N135DL,472,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,930,948.0,18.0,18.0,1.0,1.0,0900-0959,21.0,1009.0,1202.0,10.0,1139,1212.0,33.0,33.0,1.0,2.0,1100-1159,0.0,,0.0,129.0,144.0,113.0,1.0,761.0,4,17.0,0.0,15.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91743,2005,4,12,16,5,2005-12-16,DL,19790,DL,N129DL,1037,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1633,1631.0,-2.0,0.0,0.0,-1.0,1600-1659,15.0,1646.0,1816.0,12.0,1822,1828.0,6.0,6.0,0.0,0.0,1800-1859,0.0,,0.0,289.0,297.0,270.0,1.0,1946.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376424,1994,4,11,4,5,1994-11-04,AA,19805,AA,,1928,10279,1027901,30279,AMA,"Amarillo, TX",TX,48.0,Texas,74,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1220,1222.0,2.0,2.0,0.0,0.0,1200-1259,,,,,1330,1326.0,-4.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,70.0,64.0,,1.0,313.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342645,2010,1,3,8,1,2010-03-08,AA,19805,AA,N5CEAA,637,13303,1330302,32467,MIA,"Miami, FL",FL,12.0,Florida,33,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,2045,2253.0,128.0,128.0,1.0,8.0,2000-2059,14.0,2307.0,45.0,3.0,2300,48.0,108.0,108.0,1.0,7.0,2300-2359,0.0,,0.0,195.0,175.0,158.0,1.0,1121.0,5,50.0,0.0,0.0,0.0,58.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013492,1994,3,8,31,3,1994-08-31,CO,19704,CO,,196,10140,1014001,30140,ABQ,"Albuquerque, NM",NM,35.0,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,720,719.0,-1.0,0.0,0.0,-1.0,0700-0759,,,,,825,832.0,7.0,7.0,0.0,0.0,0800-0859,0.0,,0.0,65.0,73.0,,1.0,349.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437521,2008,4,10,31,5,2008-10-31,FL,20437,FL,N977AT,673,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,12197,1219701,31703,HPN,"White Plains, NY",NY,36.0,New York,22,1343,1342.0,-1.0,0.0,0.0,-1.0,1300-1359,11.0,1353.0,1610.0,5.0,1617,1615.0,-2.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,154.0,153.0,137.0,1.0,972.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381289,2003,4,11,3,1,2003-11-03,CO,19704,CO,N32404,1957,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,13495,1349501,33495,MSY,"New Orleans, LA",LA,22.0,Louisiana,72,1855,1853.0,-2.0,0.0,0.0,-1.0,1800-1859,27.0,1920.0,2005.0,3.0,2000,2008.0,8.0,8.0,0.0,0.0,2000-2059,0.0,,0.0,65.0,75.0,45.0,1.0,305.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882458,1988,2,5,29,7,1988-05-29,US,20355,AL,,683,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,10792,1079202,30792,BUF,"Buffalo, NY",NY,36.0,New York,22,1359,1401.0,2.0,2.0,0.0,0.0,1300-1359,,,,,1506,1505.0,-1.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,67.0,64.0,,1.0,292.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742952,2006,4,11,10,5,2006-11-10,B6,20409,B6,N537JB,472,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1010,959.0,-11.0,0.0,0.0,-1.0,1000-1059,9.0,1008.0,1817.0,13.0,1840,1830.0,-10.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,330.0,331.0,309.0,1.0,2694.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691151,1996,1,3,22,5,1996-03-22,WN,19393,WN,N617,1751,15376,1537601,30436,TUS,"Tucson, AZ",AZ,4.0,Arizona,81,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,750,750.0,0.0,0.0,0.0,0.0,0700-0759,6.0,756.0,753.0,2.0,805,755.0,-10.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,75.0,65.0,57.0,1.0,367.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
